n_fila,video_id,url_video,titulo_video,medio,canal,fecha_video,vistas_video,likes_video,comentarios_reportados_video,categoria_video,puntaje_politico,razones_politicas,motivo_rechazo_politico,desastre_detectado,personajes_detectados,partidos_detectados,instituciones_detectadas,temas_detectados,comentario_id,autor_anonimo,texto_comentario,likes_comentario,fecha_comentario,total_respuestas,fuente,metodo_extraccion,fecha_extraccion
44,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,UgycD6-xcsZBgMQojOd4AaABAg,usuario_anon_23d7753c55,Y porque no lo denunció cuando se hizo la primera vuelta cuando Aliaga está denunciando que onpe está siendo demandado ahora que ya pasó segunda vuelta sale con eso que a ese secretario que le caiga la ley encima por incubrir mal actos y todo fue en la primera vuelta es por eso que sanches de ser último en las noches madrugadas Sánchez subía de votos que casualidad que solo en la noche madrugada cuando el pueblo dormía San he's subía de votos por arte de magia,0,2026-06-27T11:09:57Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
45,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,UgxKPLOFEyZohluFDKh4AaABAg,usuario_anon_6fa2aba0f9,"Razon ultra neoliberales van ganando en america? No ven al pueblo, ven a otros? Ya los sionistas estan en el centro de la cuna de la humanidad en pisak- Cusco. Para que? Lo destruiran? Agenda 2030?",0,2026-06-27T10:15:55Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
46,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,UgwOHVk_LJuo9Y1RBPZ4AaABAg,usuario_anon_af3a5e5fb8,Nuevas elecciones por fraude.,0,2026-06-27T19:05:23Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
47,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,UgyLDiHePLOOsAwrgf54AaABAg,usuario_anon_a1c9f89ab7,Dios mío que larga se hace está elecciones ya que nunca ubo tanta tregua eso es para la historia del Perú,0,2026-06-27T08:18:25Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
48,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,Ugx5sNXGfmhh6hKENZV4AaABAg,usuario_anon_23d7753c55,Ahora entendemos porque sanches sumaba votos todas las noches madrugadas y de ser último paso a segunda vuelta,0,2026-06-27T11:12:56Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
49,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,UgxgY_3qWc-mNZnENEF4AaABAg,usuario_anon_a6868162b9,Algún día saldrá con pruebas el truco Fuji también lo verán Perú ahora pues fiscalía muevete rápido para sacar está denuncia del valiente o solo es para Claudia cisneros,0,2026-06-27T12:24:31Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
50,ejNJiTret6E,https://www.youtube.com/watch?v=ejNJiTret6E,EXFUNCIONARIO DE LA ONPE DENUNCIA MANIPULACIÓN INTERNA | FUERTE Y CLARO #shorts,La República,La República - LR+,2026-06-26T23:52:12Z,24681,917,94,25,15,"título con institución política: ONPE | tags con tema político: politica, política | categoría YouTube 25",,,,,ONPE,politica; política,UgzdP10_ufliFUOG9Hx4AaABAg,usuario_anon_4f1238b4f2,"Siempre supe que el voto del pueblo no cuenta, hacen todo un circo con las elecciones para mentirle al Perú y poner de presidente al que ellos eligen. Sin ir muy lejos, así lo hicieron con Castillo, un ignorante haciendo creer que era profesor y con Sánchez, un enfermo mental en la primera vuelta.",0,2026-06-27T07:23:20Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:18
51,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgxxWtChD7wUzQyx8xR4AaABAg,usuario_anon_86f95254c1,Cualquier cosa cierra la cámara de diputados y senadores y crea el congreso de la república,10,2026-06-27T04:01:09Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
52,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgwPdEl6YEf6JJKUcBZ4AaABAg,usuario_anon_68f5356846,Se espera que no haya la compra de conciencia de la oposición.,5,2026-06-27T13:01:20Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
53,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugy8jbeWCTHFzZmTGEJ4AaABAg,usuario_anon_90ed5ba2dc,"Está nervioso Gorriti, será que se le viene con todo la justicia? Es que durante años ha manipulado a su favor. Toc toc.... IDL? Y demás ONGs de medios en el Perú. Les toca la hora.",4,2026-06-27T18:47:56Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:25
54,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgwaH8aPzUk_CiumJeh4AaABAg,usuario_anon_727528281a,"Osea va a seguir el pacto mafioso ahora con mayor impunidad, oposición o pacto",4,2026-06-27T12:01:54Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:25
55,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugz6QDCw5_UOSz86z7Z4AaABAg,usuario_anon_cab26597e5,¿Se dan cuenta que antes te decían vota por Sanchez ya que Keiko concentra todo el poder y no tiene oposición?,10,2026-06-27T11:38:34Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:25
56,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgzdjUT-BewlputO2Kp4AaABAg,usuario_anon_c10f520bab,"Oh ya se encuentra bien de salud, que bueno puede afrontar sus problemas legales, sin excusarse y presentarse con oxígeno, gorro y etc.",6,2026-06-27T15:36:55Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
57,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugx_w3tG2FIpWfFnT-54AaABAg,usuario_anon_9e5feae32c,Keiko presidente,1,2026-06-27T14:16:17Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
58,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgyztrFM3KpuSx3GHXp4AaABAg,usuario_anon_18f997ae1a,Jaja no te salió está vez la trampa. 🤑🤑🤑 Se te acabaron tus fiscales Pérez y Vela 🧡🧡🧡🇵🇪,5,2026-06-27T03:27:40Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
59,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugz8CUhkqrMcKJCZh-Z4AaABAg,usuario_anon_d9b8d11c84,"depende mucho que se dejen corromper y se dejen comprar, pero cuando los maletines de dinelo les pongan frente a ellos plata de las grandes empresas aportaran para proyectos, ahi se vera quien vota con los naranjas.",0,2026-06-27T21:48:18Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
60,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugy3ma7rhRQaWcpexSx4AaABAg,usuario_anon_5e468832c5,Keiko terminará su gobierno en forma satisfactoria los 5 años,13,2026-06-27T01:23:35Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:25
61,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgxIbWOmBKggwWa2YVd4AaABAg,usuario_anon_4ed2e76837,Enfermo sales a hablar por qué estás dolido. Keiko PRESIDENTE!!!!!!,10,2026-06-27T01:27:10Z,4,YouTube,YouTube Data API v3,2026-06-27 20:12:25
62,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgwL7rc2UqSZV3Nc7qJ4AaABAg,usuario_anon_c80dfae4c4,"Jajajaja, sólo para decirte que tú no eres dueño de la verdad. Yo la tengo clarita.",1,2026-06-28T00:58:56Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
63,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugz1mZ59F1Iz5GSkxg14AaABAg,usuario_anon_2dd96fab02,La justicia divina tllegara y todos caeran amen,1,2026-06-27T10:13:03Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:25
64,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgzDxiXVPdPOuoVdUx54AaABAg,usuario_anon_2f5d2bbfcd,Gorriti lo mejor que nuestro pais nos regalo que viva el peru,4,2026-06-27T04:30:47Z,1,YouTube,YouTube Data API v3,2026-06-27 20:12:25
65,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugyvmn_vsMPp3ihJaCd4AaABAg,usuario_anon_b4d2725020,Que lo.investiguen a este mas bien,3,2026-06-27T05:22:22Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
66,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgyWBp4d1btrohBWBqN4AaABAg,usuario_anon_8e78707832,Depende de que no amenace a los nuevos congresistas y senadores,0,2026-06-27T18:19:54Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
67,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugw-_etvF_5HRusn_SB4AaABAg,usuario_anon_112fd0cbb5,"Oposición de Sendero que tu aplaude seguro, se te acabó el poder por eso hablas así, el país no te importa",4,2026-06-27T12:52:50Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
68,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugxu5NBGYn6jFuAiiHZ4AaABAg,usuario_anon_80606a89e7,....salen los criminales de las carceles a juzgar a sus perseguidores...,0,2026-06-27T16:56:41Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
69,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,UgwfgU1l0JraI-eS9AR4AaABAg,usuario_anon_f1860ea749,"Eso podría darse, siempre que la Sra. K, sea proclamada presidenta.",0,2026-06-27T03:28:59Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
70,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugy8Ci5QGGe18TTRngZ4AaABAg,usuario_anon_c155ce91f7,"EL PODER JUDICIAL ESTA PODRIDO, TE DENUNCIAN POR LO QUE SEA, SI NO TE PRUEBAN EN 10 A 20 AÑOS, NO PASA NADA.......ESI QUIEREN ESTOS IMBÉCILES",0,2026-06-28T00:41:54Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
71,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugx-kxSk_ij1DbUpZ5p4AaABAg,usuario_anon_e260a35e98,Repite lo de Alberto Fujimore: CIERRA EL CONGRESO conocido como : FUJIMORAZO !!!,0,2026-06-27T17:04:08Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
72,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugx83bFB9c9L2hDlyPN4AaABAg,usuario_anon_902fc94d8f,Si tiene fuerte oposición cierra todo y listo. Al final va terminar absorbiendo a varios partidos incluso zurdos a su favor. 😂😂 Siempre pasa 🍊😎,0,2026-06-27T17:24:51Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
73,mcTtyrHDmf0,https://www.youtube.com/watch?v=mcTtyrHDmf0,"""KEIKO TENDRÁ OPOSICIÓN EN EL PRÓXIMO CONGRESO” | LA VERDAD A FONDO #shorts",La República,La República - LR+,2026-06-26T22:42:11Z,14957,454,114,25,21,"título con personaje político: Keiko | título con institución política: Congreso | tags con tema político: politica, política | categoría YouTube 25",,,Keiko,,Congreso,politica; política,Ugx0gMbWVkpcr3RsCNZ4AaABAg,usuario_anon_795a3f2473,😂 quien habla todavía de mafia este pensará que tada la vida va ser siendo mafioso ya se te acabó ahora te toca cumplir con la ley,0,2026-06-27T20:35:52Z,0,YouTube,YouTube Data API v3,2026-06-27 20:12:25
